departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,prioridad
Vaupés,Taraira,Amazonía,Indígena,309,250,43,20,7,7,63.1,172.08,Muy difícil,Fluvial,1,0,0,63.25,50.68,1,35,0,553,0,16.38,Regular,Transición,0.48,0.14,CRÍTICA
Quindío,Génova,Andina,Rural dispersa,1781,344,72,29,7,27,73.14,87.06,Bueno,Limitado,1,0,0,88.46,72.17,0,40,0,130,1,57.14,Baja,Lluvias,0.11,0.42,ALTA
Antioquia,Sabanalarga,Andina,Indígena,2243,474,68,47,22,36,12.39,21.32,Regular,Motocicleta,0,0,1,81.7,59.75,1,26,1,433,1,44.83,Baja,Lluvias,0.33,0.51,ALTA
Antioquia,Salgar,Andina,Rural,1721,351,59,29,6,10,33.96,37.69,Bueno,Terrestre + 4x4,0,1,0,74.12,73.44,2,29,1,72,4,34.39,Buena,Seca,0.44,0.37,MEDIA
Valle del Cauca,Ginebra,Andina,Afrodescendiente,1528,139,15,22,3,3,64.01,136.66,Difícil,Terrestre + 4x4,1,0,0,73.83,71.2,0,18,1,3,1,30.06,Regular,Transición,0.35,0.33,CRÍTICA
Cundinamarca,Sibaté,Andina,Rural dispersa,2464,250,33,13,6,4,30.97,38.29,Regular,Limitado,0,0,0,63.59,71.48,1,44,0,13,1,56.38,Buena,Seca,0.4,0.39,MEDIA
La Guajira,Barrancas,Caribe,Afrodescendiente,79,174,23,18,7,2,78.92,98.26,Muy difícil,Limitado,1,0,0,96.92,83.77,0,8,0,86,2,61.28,Baja,Seca,0.3,0.0,ALTA
Quindío,Salento,Andina,Campesina,1319,992,167,104,12,42,12.12,19.65,Bueno,Motocicleta,0,0,1,80.53,71.88,1,94,0,150,0,32.63,Baja,Lluvias,0.06,0.56,BAJA
Nariño,La Unión,Andina,Indígena,2143,737,81,110,9,43,22.79,39.62,Difícil,Limitado,0,0,0,73.59,77.42,1,122,0,99,0,59.83,Buena,Lluvias,0.3,0.51,ALTA
Tolima,Icononzo,Andina,Rural dispersa,784,219,24,37,9,7,22.66,50.48,Difícil,Limitado,1,0,0,74.24,61.77,3,11,0,277,3,35.14,Buena,Seca,0.3,0.49,ALTA
Atlántico,Sabanagrande,Caribe,Campesina,0,460,66,39,20,36,9.22,31.96,Bueno,No disponible,1,0,1,84.04,65.9,1,34,0,132,0,34.37,Regular,Seca,0.27,0.0,MEDIA
Santander,Palmar,Andina,Rural,1136,471,53,35,23,36,1.35,2.27,Difícil,Limitado,1,1,1,72.46,78.15,2,64,0,692,1,37.28,Buena,Seca,0.34,0.6,MEDIA
Sucre,La Unión,Caribe,Afrodescendiente,10,302,26,29,4,3,6.73,7.78,Difícil,Limitado,1,1,0,78.95,67.32,0,39,0,296,1,53.37,Regular,Lluvias,0.45,0.14,MEDIA
Boyacá,Chiquinquirá,Andina,Campesina,2708,1545,151,156,70,61,44.48,97.25,Regular,Motocicleta,0,0,0,79.61,76.47,0,88,0,21,1,43.56,Regular,Lluvias,0.21,0.51,BAJA
Tolima,San Antonio,Andina,Rural,757,1034,176,78,14,32,15.64,39.49,Regular,Limitado,0,1,0,84.96,82.44,6,122,0,104,2,2.0,Buena,Transición,0.4,0.51,MEDIA
Santander,Oiba,Andina,Rural,1316,277,39,24,8,3,46.08,103.95,Regular,No disponible,0,1,0,73.42,72.8,0,19,0,204,4,23.85,Regular,Seca,0.39,0.49,ALTA
Córdoba,San Andrés de Sotavento,Caribe,Rural dispersa,163,185,30,25,6,2,55.92,68.13,Muy difícil,Limitado,0,0,0,54.61,56.09,1,30,0,199,1,32.45,Baja,Lluvias,0.46,0.38,CRÍTICA
Caquetá,Florencia,Amazonía,Indígena,442,540,101,96,22,18,77.11,216.68,Muy difícil,No disponible,1,0,0,85.67,60.43,1,52,0,32,0,68.18,Buena,Seca,0.47,0.32,CRÍTICA
Huila,La Argentina,Andina,Campesina,892,423,62,52,14,5,38.03,55.6,Muy difícil,Limitado,1,1,0,98.0,60.62,0,18,0,102,0,19.72,Buena,Transición,0.2,0.39,BAJA
Santander,Bucaramanga,Andina,Campesina,1279,206,41,35,6,11,28.56,32.03,Difícil,No disponible,1,0,0,72.82,76.27,0,9,0,658,3,38.72,Sin conexión,Lluvias,0.44,0.55,MEDIA
Santander,Girón,Andina,Campesina,815,65,9,6,2,4,14.56,18.08,Regular,Terrestre,1,0,1,58.03,87.57,0,4,0,38,0,14.2,Regular,Seca,0.14,0.45,BAJA
Antioquia,Murindó,Andina,Rural dispersa,1734,172,27,22,7,5,12.9,24.1,Regular,Terrestre + 4x4,1,1,0,65.27,69.53,1,9,0,42,1,39.95,Buena,Lluvias,0.21,0.42,BAJA
Norte de Santander,Cucutilla,Andina,Rural dispersa,1592,611,95,87,25,34,1.83,3.78,Regular,Terrestre + 4x4,1,0,0,51.92,47.69,1,60,0,730,4,17.69,Buena,Seca,0.28,0.61,MEDIA
Sucre,Coveñas,Caribe,Afrodescendiente,135,73,10,4,0,1,18.01,21.41,Bueno,No disponible,0,0,0,73.89,84.43,0,5,0,15,1,27.47,Sin conexión,Lluvias,0.47,0.04,BAJA
Tolima,Cajamarca,Andina,Rural,803,152,20,24,2,11,28.42,53.56,Regular,Terrestre,1,1,0,83.9,66.92,0,17,0,239,3,36.81,Baja,Transición,0.38,0.5,ALTA
Cesar,Astrea,Caribe,Rural,221,245,22,17,3,3,34.81,42.74,Bueno,Terrestre,1,1,0,73.29,61.91,2,13,0,16,2,7.52,Regular,Seca,0.26,0.34,BAJA
Boyacá,Firavitoba,Andina,Rural,2023,347,66,43,16,5,16.83,28.66,Regular,Terrestre + 4x4,1,1,1,76.26,61.93,1,24,0,15,0,29.37,Buena,Seca,0.24,0.5,BAJA
Cundinamarca,San Bernardo,Andina,Rural,2849,500,88,30,21,34,40.33,99.83,Bueno,Terrestre,0,0,0,77.96,58.86,1,27,0,7,2,49.59,Baja,Lluvias,0.28,0.47,MEDIA
Casanare,Maní,Orinoquía,Rural dispersa,386,200,41,20,3,12,75.27,148.23,Regular,Terrestre,1,1,0,78.54,62.09,1,32,0,38,2,16.38,Regular,Transición,0.33,0.32,ALTA
Cundinamarca,Zipacón,Andina,Rural dispersa,2440,167,23,16,6,10,29.16,80.79,Bueno,Terrestre,0,0,0,75.93,70.71,1,28,0,31,0,27.77,Buena,Lluvias,0.27,0.43,MEDIA
Boyacá,Sotaquirá,Andina,Rural dispersa,2729,439,56,65,15,4,47.48,107.02,Regular,Terrestre,0,0,0,70.06,77.52,0,72,0,405,0,17.94,Sin conexión,Lluvias,0.38,0.34,ALTA
Risaralda,La Celia,Andina,Campesina,1992,407,86,66,20,17,20.17,34.29,Regular,No disponible,1,1,0,51.81,75.78,0,72,0,62,1,29.98,Regular,Lluvias,0.33,0.39,MEDIA
Chocó,Unguía,Pacífica,Rural,67,660,69,108,20,13,52.19,153.49,Bueno,Fluvial,0,0,0,71.22,59.31,1,59,0,106,3,22.66,Sin conexión,Lluvias,0.67,0.31,ALTA
Nariño,Yacuanquer,Andina,Indígena,2295,152,14,18,5,1,65.53,181.54,Difícil,No disponible,1,0,0,95.31,46.52,1,8,0,103,0,40.57,Baja,Seca,0.48,0.41,ALTA
Córdoba,Tuchín,Caribe,Rural dispersa,28,249,36,21,7,15,61.99,69.11,Regular,No disponible,1,1,0,67.21,78.1,0,42,0,19,5,45.02,Baja,Lluvias,0.25,0.15,ALTA
Vaupés,Taraira,Amazonía,Indígena,324,301,64,36,9,3,43.08,97.72,Difícil,Limitado,0,0,0,50.93,53.36,1,29,0,426,0,69.95,Baja,Lluvias,0.43,0.05,ALTA
Antioquia,Guadalupe,Andina,Campesina,1906,91,11,5,3,4,29.0,35.44,Regular,No disponible,1,0,0,68.96,86.44,1,9,1,421,2,24.86,Buena,Transición,0.24,0.46,ALTA
Nariño,Ancuyá,Andina,Rural dispersa,2247,382,63,48,4,16,86.32,196.84,Difícil,No disponible,0,0,0,48.67,98.0,2,31,0,107,0,6.33,Sin conexión,Seca,0.27,0.53,ALTA
Chocó,Río Iró,Pacífica,Afrodescendiente,15,409,58,58,17,5,21.71,107.66,Difícil,Terrestre,1,1,0,74.52,98.0,3,17,0,125,1,40.35,Regular,Lluvias,0.57,0.5,ALTA
Sucre,Sincé,Caribe,Afrodescendiente,119,614,100,86,16,45,146.03,316.91,Regular,Terrestre,0,1,0,76.35,80.89,1,93,0,144,1,27.13,Buena,Seca,0.5,0.01,ALTA
Vichada,La Primavera,Orinoquía,Rural dispersa,268,94,9,10,3,5,25.28,99.38,Muy difícil,Limitado,0,1,0,61.99,76.05,1,15,0,235,1,20.31,Buena,Lluvias,0.51,0.04,ALTA
Cundinamarca,Lenguazaque,Andina,Rural dispersa,2205,261,30,16,12,16,12.27,20.92,Regular,Fluvial + Terrestre,0,0,1,94.84,71.7,0,38,0,103,0,21.26,Regular,Transición,0.09,0.49,BAJA
Cundinamarca,Silvania,Andina,Campesina,2451,1052,200,167,45,72,13.02,25.08,Regular,No disponible,1,1,1,67.3,71.1,2,71,0,60,4,14.97,Baja,Lluvias,0.19,0.34,MEDIA
Santander,Barbosa,Andina,Campesina,1075,511,110,66,5,7,26.92,29.82,Muy difícil,Limitado,0,0,0,55.91,78.87,3,81,0,730,1,37.24,Baja,Lluvias,0.38,0.6,CRÍTICA
La Guajira,Albania,Caribe,Rural dispersa,186,1371,261,77,39,102,37.86,46.7,Regular,No disponible,0,0,0,72.08,55.84,8,116,0,85,1,23.29,Baja,Seca,0.33,0.11,ALTA
Boyacá,Pajarito,Andina,Rural dispersa,3127,349,44,19,5,18,49.17,65.12,Difícil,Terrestre + 4x4,1,0,0,79.46,70.62,1,34,0,161,2,67.31,Baja,Lluvias,0.21,0.42,MEDIA
Cauca,Patía,Andina,Afrodescendiente,1774,270,29,38,10,21,62.03,73.1,Regular,Terrestre,0,0,0,71.43,82.2,0,11,1,10,1,5.48,Buena,Transición,0.22,0.53,MEDIA
Sucre,Sincelejo,Caribe,Afrodescendiente,118,150,23,11,5,8,27.46,32.44,Regular,Terrestre,0,0,0,72.43,50.25,1,20,0,730,2,14.1,Sin conexión,Transición,0.44,0.11,ALTA
Antioquia,Olaya,Andina,Rural dispersa,2445,170,24,20,5,11,51.92,72.82,Bueno,Terrestre,0,1,0,70.82,70.56,0,8,0,25,4,44.03,Buena,Seca,0.38,0.36,MEDIA
Magdalena,Nueva Granada,Caribe,Campesina,217,124,11,14,4,4,40.44,49.09,Muy difícil,Motocicleta,0,1,0,88.4,49.51,1,17,0,585,1,48.15,Baja,Seca,0.41,0.28,ALTA
Cauca,Totoró,Andina,Afrodescendiente,1214,327,28,50,13,9,39.97,142.41,Muy difícil,Limitado,1,0,0,72.04,51.61,0,38,0,560,0,63.22,Baja,Seca,0.36,0.56,CRÍTICA
Magdalena,Nueva Granada,Caribe,Campesina,270,278,44,32,10,8,15.71,30.19,Bueno,Motocicleta,0,0,1,85.88,77.71,0,33,0,33,3,41.58,Regular,Lluvias,0.46,0.26,BAJA
Bolívar,Altos del Rosario,Caribe,Afrodescendiente,149,421,81,42,13,20,21.0,63.62,Regular,Terrestre,0,0,0,71.71,42.84,1,34,0,79,1,53.55,Regular,Lluvias,0.49,0.22,ALTA
Cundinamarca,Cáqueza,Andina,Indígena,2084,227,29,40,10,15,10.35,24.29,Difícil,Terrestre,0,0,0,68.04,76.61,1,38,0,226,2,43.51,Buena,Seca,0.15,0.53,MEDIA
Cesar,La Gloria (Cesar),Caribe,Indígena,413,114,17,16,3,3,10.82,27.99,Bueno,Terrestre,0,0,1,63.31,73.71,0,5,0,307,2,19.26,Baja,Seca,0.32,0.33,BAJA
Tolima,Mariquita,Andina,Campesina,877,324,42,39,4,16,18.29,34.35,Regular,Terrestre,1,1,1,98.0,39.56,2,14,0,25,3,31.14,Buena,Lluvias,0.28,0.54,BAJA
Cundinamarca,Chaguaní,Andina,Rural dispersa,1841,227,21,27,8,8,15.4,19.02,Bueno,Terrestre,0,0,1,81.11,51.06,0,26,0,223,1,52.35,Baja,Seca,0.25,0.5,BAJA
Córdoba,Los Córdobas,Caribe,Indígena,246,91,19,10,4,4,20.88,77.42,Regular,Limitado,1,0,0,75.66,73.1,0,11,0,486,0,39.75,Baja,Transición,0.45,0.16,ALTA
Santander,Chima,Andina,Campesina,951,351,46,46,6,6,92.89,202.89,Regular,Limitado,1,0,0,97.6,53.93,0,53,0,727,1,49.57,Regular,Seca,0.39,0.5,CRÍTICA
Huila,Algeciras,Andina,Campesina,987,153,28,8,2,11,6.78,8.97,Regular,Limitado,1,1,1,77.38,86.73,0,23,1,490,0,31.64,Regular,Lluvias,0.27,0.41,MEDIA
Cesar,Bosconia,Caribe,Rural dispersa,440,538,113,46,19,28,50.02,66.76,Difícil,Terrestre,1,0,0,78.78,67.14,2,34,0,124,0,13.26,Sin conexión,Seca,0.34,0.44,ALTA
Boyacá,La Victoria,Andina,Rural dispersa,2405,540,99,88,17,39,19.63,46.83,Difícil,Terrestre + 4x4,1,0,0,53.36,34.58,4,63,0,6,0,36.61,Buena,Lluvias,0.15,0.6,ALTA
Casanare,Hato Corozal,Orinoquía,Rural dispersa,431,1269,191,209,56,79,16.39,50.59,Difícil,Terrestre + 4x4,0,0,0,72.64,66.23,3,73,0,611,0,49.54,Sin conexión,Seca,0.52,0.0,ALTA
Cesar,Río de Oro,Caribe,Rural dispersa,274,355,60,26,5,16,37.63,131.04,Regular,Terrestre,0,0,0,77.79,57.9,2,21,0,149,1,26.7,Sin conexión,Seca,0.32,0.36,ALTA
Tolima,Chaparral,Andina,Rural dispersa,862,277,43,32,3,4,12.38,18.87,Regular,Motocicleta,1,1,1,71.22,81.3,0,27,0,219,1,27.85,Buena,Seca,0.31,0.58,BAJA
Sucre,Sincelejo,Caribe,Campesina,70,178,26,13,4,5,24.06,35.57,Regular,Terrestre + 4x4,0,0,0,78.6,54.0,0,21,0,5,2,38.6,Buena,Lluvias,0.41,0.09,BAJA
Santander,Puerto Wilches,Andina,Campesina,1090,173,33,28,4,11,22.25,27.22,Muy difícil,No disponible,0,0,0,87.82,91.0,0,24,0,359,1,32.06,Regular,Seca,0.21,0.57,ALTA
Córdoba,Chimá,Caribe,Rural,333,530,96,59,7,7,42.37,169.34,Difícil,Limitado,1,0,0,82.1,60.61,3,44,0,58,1,63.52,Baja,Lluvias,0.37,0.28,CRÍTICA
Norte de Santander,El Tarra,Andina,Rural,1523,293,25,14,13,18,17.34,24.66,Regular,Limitado,1,0,1,97.04,49.75,1,12,0,50,0,47.22,Buena,Lluvias,0.24,0.35,BAJA
Nariño,Leiva,Andina,Rural dispersa,2252,472,66,36,10,25,12.93,33.29,Muy difícil,Terrestre,0,0,1,95.57,98.0,2,65,0,486,1,78.19,Baja,Seca,0.34,0.67,ALTA
Magdalena,Chibolo,Caribe,Campesina,219,1043,91,91,19,66,10.62,17.75,Muy difícil,Limitado,1,0,1,75.89,51.31,5,58,0,344,0,75.03,Regular,Lluvias,0.4,0.29,ALTA
Nariño,La Cruz,Andina,Rural dispersa,1725,131,25,17,2,4,64.9,73.58,Difícil,Limitado,0,0,0,76.15,58.55,1,20,0,154,0,21.62,Regular,Seca,0.23,0.47,ALTA
Cesar,San Diego,Caribe,Afrodescendiente,303,266,41,41,9,14,51.46,79.98,Difícil,Terrestre,0,0,0,84.47,88.77,1,24,0,323,1,73.48,Sin conexión,Lluvias,0.27,0.37,ALTA
Norte de Santander,Ábrego,Andina,Rural,1430,232,26,15,6,8,36.17,39.58,Difícil,No disponible,1,1,0,58.19,60.25,0,23,0,306,1,35.09,Regular,Seca,0.24,0.35,ALTA
Santander,San Andrés,Andina,Rural dispersa,1142,119,16,11,2,1,35.88,54.84,Regular,Limitado,0,1,0,83.42,73.51,0,19,0,82,2,26.57,Baja,Seca,0.24,0.49,ALTA
Antioquia,San Luis,Andina,Rural,1512,246,26,41,2,4,27.12,30.03,Difícil,No disponible,0,0,0,88.8,48.28,0,10,0,190,2,37.94,Sin conexión,Transición,0.17,0.37,ALTA
Boyacá,El Cocuy,Andina,Indígena,2022,209,23,20,9,10,26.07,45.66,Regular,Limitado,0,0,0,67.05,56.4,0,17,0,9,0,14.07,Buena,Seca,0.23,0.52,BAJA
Tolima,Rioblanco,Andina,Campesina,878,1103,235,116,44,67,23.64,33.27,Bueno,Terrestre,0,0,0,58.36,57.71,0,84,0,75,5,27.33,Sin conexión,Seca,0.33,0.39,BAJA
Meta,Lejanías,Orinoquía,Campesina,512,655,122,44,18,29,15.75,36.21,Regular,Terrestre,1,1,0,60.94,85.46,4,41,0,66,3,26.08,Sin conexión,Seca,0.29,0.02,BAJA
Putumayo,Colón,Amazonía,Rural dispersa,1302,184,22,20,7,3,17.57,61.81,Regular,Fluvial,0,0,0,83.1,86.11,0,9,0,18,2,2.0,Baja,Lluvias,0.41,0.44,BAJA
Cauca,Toribío,Andina,Afrodescendiente,1674,2054,366,148,82,124,67.39,75.31,Muy difícil,No disponible,1,0,0,86.94,76.16,6,365,0,228,1,14.16,Regular,Transición,0.28,0.54,CRÍTICA
Boyacá,Cubará,Andina,Afrodescendiente,2353,254,26,16,7,15,118.25,168.98,Difícil,No disponible,1,0,0,56.4,61.59,0,20,0,183,2,47.85,Sin conexión,Seca,0.17,0.47,CRÍTICA
Boyacá,Buenavista,Andina,Campesina,2523,66,6,8,2,3,35.91,55.26,Difícil,Terrestre,0,1,0,82.77,89.13,0,3,0,71,2,61.31,Regular,Transición,0.13,0.6,MEDIA
Chocó,Riosucio,Pacífica,Indígena,0,117,19,19,4,3,36.49,118.59,Muy difícil,No disponible,1,0,0,57.01,69.41,3,12,0,458,0,38.99,Baja,Transición,0.53,0.45,CRÍTICA
Tolima,Casabianca,Andina,Campesina,928,1216,244,69,29,69,18.06,32.0,Regular,Limitado,1,0,0,65.2,98.0,2,52,0,76,0,21.56,Regular,Seca,0.36,0.44,MEDIA
Cundinamarca,Pacho,Andina,Rural dispersa,2932,688,133,90,11,45,47.18,70.15,Bueno,Terrestre,1,1,0,77.37,80.31,1,122,0,715,1,2.0,Baja,Transición,0.18,0.49,ALTA
Putumayo,San Miguel,Amazonía,Campesina,1000,268,41,25,10,14,51.97,141.01,Difícil,Fluvial,0,0,0,63.1,54.71,1,30,0,19,0,65.16,Sin conexión,Transición,0.59,0.49,ALTA
Cundinamarca,Pacho,Andina,Rural dispersa,1898,134,23,15,5,4,1.0,1.58,Bueno,Terrestre,0,0,0,62.22,75.32,0,19,0,324,1,11.48,Buena,Lluvias,0.37,0.3,MEDIA
Quindío,Quimbaya,Andina,Campesina,1820,185,30,29,3,7,57.89,201.82,Bueno,Terrestre,1,1,0,80.31,98.0,1,15,0,158,1,37.03,Regular,Seca,0.25,0.55,MEDIA
Bolívar,Montecristo,Caribe,Campesina,71,61,11,5,0,3,39.74,63.51,Bueno,Terrestre,0,0,0,75.97,97.49,0,7,0,91,0,43.75,Baja,Seca,0.55,0.06,MEDIA
Huila,Tesalia,Andina,Campesina,882,148,16,22,3,4,95.21,254.74,Regular,Limitado,1,1,0,88.05,42.9,0,15,1,263,5,64.41,Baja,Seca,0.37,0.35,CRÍTICA
Nariño,El Charco,Andina,Campesina,2197,1049,225,161,50,25,16.68,33.41,Regular,No disponible,1,0,1,88.62,64.06,3,166,1,87,1,2.0,Buena,Lluvias,0.17,0.65,ALTA
Atlántico,Repelón,Caribe,Campesina,137,600,95,47,21,37,25.46,31.37,Regular,Terrestre,0,1,0,75.7,85.44,3,93,0,5,1,29.46,Regular,Transición,0.43,0.01,MEDIA
Santander,Puerto Wilches,Andina,Campesina,1023,322,57,49,10,6,3.74,5.67,Difícil,Limitado,1,0,1,80.24,51.08,0,41,0,243,0,41.12,Baja,Transición,0.16,0.51,MEDIA
Cundinamarca,Beltrán,Andina,Rural dispersa,3366,782,129,127,16,18,42.58,113.33,Bueno,Terrestre,0,1,0,66.67,64.09,2,113,0,111,1,47.97,Sin conexión,Lluvias,0.11,0.59,ALTA
Boyacá,San Eduardo,Andina,Indígena,2310,274,35,28,7,20,58.98,94.75,Bueno,Terrestre,0,0,0,78.09,55.87,0,33,0,694,4,48.87,Sin conexión,Lluvias,0.2,0.51,ALTA
Cauca,Puerto Tejada,Andina,Indígena,1824,1427,264,252,39,22,35.29,60.62,Difícil,Terrestre,0,0,0,93.87,40.66,3,166,0,189,0,41.02,Regular,Lluvias,0.23,0.36,CRÍTICA
Cundinamarca,Zipacón,Andina,Indígena,2133,797,120,59,13,47,33.78,91.29,Bueno,Limitado,0,0,0,96.87,65.47,0,83,0,25,3,14.08,Buena,Lluvias,0.33,0.41,MEDIA
Boyacá,Guateque,Andina,Indígena,2690,461,38,65,6,35,42.77,55.77,Difícil,No disponible,0,0,0,85.55,25.0,0,76,0,20,0,42.45,Regular,Seca,0.25,0.4,ALTA
Caldas,San José,Andina,Rural,1871,3088,362,467,122,237,38.0,55.63,Difícil,Limitado,1,0,0,66.38,81.6,6,198,0,57,0,26.06,Regular,Seca,0.27,0.55,ALTA
Cundinamarca,Gachalá,Andina,Rural,2291,295,39,33,10,16,30.26,64.42,Bueno,Terrestre,1,0,0,78.83,75.22,1,38,0,200,0,49.68,Baja,Lluvias,0.27,0.53,ALTA
Santander,San Vicente de Chucurí,Andina,Afrodescendiente,1088,1075,160,74,38,37,48.0,75.79,Regular,No disponible,0,1,0,67.09,68.56,4,120,0,380,3,26.2,Sin conexión,Lluvias,0.41,0.39,ALTA
Atlántico,Juan de Acosta,Caribe,Rural,21,221,19,31,4,14,23.58,29.94,Regular,Terrestre,1,0,0,51.58,82.35,0,21,0,286,2,32.3,Sin conexión,Lluvias,0.61,0.1,MEDIA
Cundinamarca,Tocancipá,Andina,Rural dispersa,2751,130,13,11,3,5,50.1,86.39,Bueno,Limitado,1,0,0,84.8,55.85,0,10,0,219,2,30.18,Sin conexión,Transición,0.36,0.4,ALTA
Caldas,Chinchiná,Andina,Campesina,1611,534,68,89,11,27,35.42,42.88,Regular,Terrestre,1,0,0,69.67,73.0,1,77,1,123,1,19.9,Buena,Lluvias,0.11,0.52,ALTA
Antioquia,Necoclí,Andina,Rural dispersa,2095,230,27,40,2,17,117.52,234.42,Regular,Limitado,1,0,0,84.44,80.13,0,24,0,56,0,29.64,Regular,Lluvias,0.25,0.47,ALTA
Magdalena,Tenerife,Caribe,Rural dispersa,277,399,74,42,5,20,61.12,76.25,Difícil,Limitado,1,1,0,76.39,88.02,2,25,0,423,0,72.21,Buena,Lluvias,0.34,0.46,CRÍTICA
La Guajira,La Jagua del Pilar,Caribe,Indígena,181,355,43,52,14,5,12.31,14.57,Regular,Motocicleta,1,0,0,72.68,85.55,0,33,1,281,2,38.82,Baja,Transición,0.27,0.03,ALTA
Arauca,Saravena,Orinoquía,Rural dispersa,224,283,61,37,7,17,37.36,67.76,Regular,No disponible,1,1,0,57.49,78.29,2,19,0,51,0,63.59,Baja,Lluvias,0.34,0.3,ALTA
Cundinamarca,Fómeque,Andina,Indígena,2470,105,14,13,2,6,28.19,72.36,Bueno,No disponible,1,0,0,74.08,66.82,0,5,1,128,1,16.92,Baja,Transición,0.16,0.48,ALTA
Boyacá,Labranzagrande,Andina,Rural dispersa,2871,193,24,15,7,1,12.72,25.6,Bueno,Terrestre,0,0,1,66.1,67.93,0,16,0,146,2,12.14,Buena,Seca,0.22,0.34,BAJA
Caquetá,Solano,Amazonía,Rural,427,153,13,13,2,6,12.67,30.04,Difícil,Fluvial + Terrestre,1,0,1,66.78,67.59,0,13,1,40,0,48.73,Baja,Transición,0.27,0.46,BAJA
Córdoba,Pueblo Nuevo,Caribe,Campesina,144,783,133,68,22,36,34.75,77.89,Regular,Terrestre,1,1,0,78.2,75.57,4,122,1,105,2,24.32,Baja,Seca,0.39,0.28,CRÍTICA
Amazonas,Leticia,Amazonía,Campesina,72,807,94,94,31,36,74.84,180.94,Difícil,Fluvial,1,1,0,84.31,81.94,3,116,0,312,1,36.92,Baja,Seca,0.52,0.18,CRÍTICA
Antioquia,San Francisco,Andina,Rural dispersa,1791,1202,159,160,42,16,30.7,78.26,Regular,Terrestre + 4x4,0,0,0,76.32,64.94,1,112,0,12,0,50.52,Baja,Transición,0.18,0.38,MEDIA
Córdoba,Momil,Caribe,Campesina,42,215,39,33,4,12,75.26,94.59,Regular,No disponible,1,0,0,53.11,55.5,0,10,0,110,1,29.38,Baja,Seca,0.49,0.32,ALTA
Cundinamarca,Chocontá,Andina,Indígena,2662,963,195,157,16,38,32.85,88.49,Bueno,No disponible,0,1,0,64.01,73.5,4,56,0,406,3,29.49,Buena,Transición,0.25,0.41,ALTA
Norte de Santander,Puerto Santander,Andina,Afrodescendiente,1102,261,21,31,6,7,4.47,13.65,Regular,Terrestre,1,0,1,56.13,63.35,0,27,1,141,2,31.55,Regular,Seca,0.24,0.62,MEDIA
Bolívar,Norosí,Caribe,Afrodescendiente,161,419,50,56,18,22,24.03,27.68,Muy difícil,Limitado,0,1,0,94.01,66.55,1,72,0,684,0,37.22,Sin conexión,Seca,0.48,0.22,ALTA
Córdoba,Valencia,Caribe,Rural dispersa,139,923,182,54,26,26,29.6,42.58,Regular,Terrestre,0,0,0,76.69,63.38,1,96,0,49,1,31.96,Regular,Lluvias,0.48,0.15,MEDIA
Antioquia,Murindó,Andina,Campesina,1470,656,98,72,18,13,69.87,151.79,Difícil,Limitado,0,0,0,86.64,95.78,1,49,0,425,2,35.33,Baja,Transición,0.21,0.57,CRÍTICA
Magdalena,Santa Bárbara de Pinto,Caribe,Rural,262,592,52,82,18,19,19.73,35.51,Regular,Fluvial,1,0,1,71.22,61.26,2,97,0,363,0,28.52,Regular,Seca,0.61,0.4,MEDIA
Putumayo,San Francisco,Amazonía,Rural dispersa,1284,2343,387,139,68,131,18.41,105.19,Difícil,Fluvial,1,1,0,78.55,54.54,5,151,0,336,0,47.94,Baja,Seca,0.56,0.28,ALTA
Antioquia,Cáceres,Andina,Rural dispersa,1437,297,35,19,11,19,86.39,240.38,Regular,Terrestre + 4x4,1,0,0,64.28,79.35,0,11,1,464,3,36.3,Regular,Transición,0.17,0.43,ALTA
Caquetá,El Doncello,Amazonía,Rural dispersa,340,348,69,25,15,14,37.93,99.79,Regular,Limitado,0,1,0,71.86,98.0,1,37,0,238,1,27.72,Baja,Transición,0.49,0.2,ALTA
Boyacá,Belén,Andina,Rural dispersa,1758,408,52,43,11,25,12.68,16.87,Bueno,Motocicleta,0,0,0,54.2,48.83,2,30,0,153,1,47.33,Baja,Seca,0.2,0.59,MEDIA
Antioquia,Puerto Berrío,Andina,Rural dispersa,1695,339,46,42,16,17,33.69,53.31,Difícil,No disponible,0,1,0,46.98,62.06,1,59,0,26,2,28.3,Regular,Transición,0.29,0.54,ALTA
Tolima,Rioblanco,Andina,Rural dispersa,744,1392,278,106,32,31,29.09,104.14,Regular,Motocicleta,1,0,0,76.04,49.58,2,170,0,661,1,54.21,Regular,Lluvias,0.31,0.51,CRÍTICA
Cundinamarca,Paratebueno,Andina,Campesina,3213,712,64,94,17,20,15.62,54.88,Difícil,No disponible,1,0,1,86.17,66.46,2,58,0,30,0,66.56,Buena,Lluvias,0.38,0.42,MEDIA
La Guajira,Uribia,Caribe,Indígena,63,276,57,40,12,18,79.81,206.17,Muy difícil,Limitado,1,0,0,65.3,78.43,0,29,0,730,2,66.77,Regular,Lluvias,0.23,0.03,CRÍTICA
